%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
3307352000000,322082,3307352000000,world,-1.61375831313,-0.182431486841,1.91441517751,-0.000632333447001,-2.01091316575e-05,-0.0802414517426,0.996775255096
3307362000000,322083,3307362000000,world,-1.6122204472,-0.182697892276,1.91441512876,-0.000637879979663,-9.7497939235e-05,-0.0798611660086,0.996805787386
3307372000000,322084,3307372000000,world,-1.61068257592,-0.18296305075,1.91441508967,-0.000642748528795,-0.000166143402105,-0.0794807178276,0.996836182512
3307381000000,322085,3307382000000,world,-1.60914657529,-0.183226663538,1.91441506956,-0.00065158874335,-0.000284583521397,-0.0791000775077,0.99686642645
3307392000000,322086,3307392000000,world,-1.60761689451,-0.183488026941,1.91441508791,-0.000675508617667,-0.000593661333366,-0.0787192449744,0.996896419757
3307402000000,322087,3307402000000,world,-1.60608812052,-0.183748010836,1.91441510827,-0.000698503461309,-0.000892309874566,-0.0783384004705,0.996926181263
3307412000000,322088,3307412000000,world,-1.60455966291,-0.184006709323,1.91441512431,-0.000717489580786,-0.00114129001832,-0.0779575083163,0.996955771117
3307422000000,322089,3307422000000,world,-1.60303238125,-0.184263986625,1.91441513849,-0.000733473059383,-0.00135316365421,-0.0775765496448,0.996985210477
3307432000000,322090,3307432000000,world,-1.60150687936,-0.184519748568,1.91441515203,-0.000746968968925,-0.00153436549335,-0.0771955021815,0.99701451454
3307442000000,322091,3307442000000,world,-1.59998358675,-0.184773929076,1.91441516536,-0.00075819048058,-0.00168749005633,-0.0768143576476,0.997043696126
3307452000000,322092,3307452000000,world,-1.59846287492,-0.185026471683,1.91441517856,-0.000767341641039,-0.00181501481496,-0.0764331064693,0.997072764217
3307462000000,322093,3307462000000,world,-1.59694506682,-0.185277327992,1.91441519169,-0.000774628913248,-0.00191945701237,-0.0760517437907,0.997101723949
3307472000000,322094,3307472000000,world,-1.59543043561,-0.185526457797,1.91441520466,-0.000780245040342,-0.00200316781186,-0.0756702658569,0.997130577909
3307482000000,322095,3307482000000,world,-1.5939178572,-0.185774033745,1.9144152148,-0.000780938285435,-0.00202294673515,-0.075288705805,0.997159419852
3307492000000,322096,3307492000000,world,-1.59240413213,-0.186020539509,1.91441521533,-0.000768621580736,-0.00187080391692,-0.074907164396,0.997188460641
3307502000000,322097,3307502000000,world,-1.59089374723,-0.186265293034,1.91441521611,-0.00075540837421,-0.0017065031672,-0.0745255497986,0.997217358269
3307512000000,322098,3307512000000,world,-1.58938736873,-0.186508197215,1.91441522116,-0.000743776951741,-0.00156304718706,-0.0741438184579,0.99724605683
3307522000000,322099,3307522000000,world,-1.58788448544,-0.186749332747,1.91441523105,-0.000733142681047,-0.00143267815636,-0.0737619782607,0.997274576282
3307532000000,322100,3307532000000,world,-1.58638474941,-0.186988755145,1.91441524626,-0.00072327063758,-0.00131223009391,-0.0733800293109,0.997302926011
3307544000000,322101,3307542000000,world,-1.58488791684,-0.187226504058,1.91441526731,-0.000714137314235,-0.00120137387749,-0.0729979732657,0.997331109816
3307552000000,322102,3307552000000,world,-1.58339376079,-0.187462616409,1.91441529459,-0.000705713934431,-0.00109972107959,-0.0726158102749,0.997359131246
3307562000000,322103,3307562000000,world,-1.5819020671,-0.187697126999,1.91441532829,-0.000697958710812,-0.00100671244774,-0.0722335418921,0.997386993503
3307572000000,322104,3307572000000,world,-1.58041263848,-0.187930067914,1.91441536854,-0.000690829707279,-0.000921789447131,-0.071851169496,0.997414699361
3307582000000,322105,3307582000000,world,-1.57892578948,-0.188161397202,1.9144154176,-0.000685478683392,-0.000861034016674,-0.0714686827302,0.997442236988
3307592000000,322106,3307592000000,world,-1.57744259574,-0.188390964727,1.91441548082,-0.000684733769402,-0.000864219670982,-0.0710860492526,0.997469577414
3307602000000,322107,3307602000000,world,-1.57596131633,-0.188619025399,1.91441555032,-0.00068439929018,-0.000873021680936,-0.0707033126462,0.997496772432
3307612000000,322108,3307612000000,world,-1.57448161158,-0.188845630469,1.91441562392,-0.000683625647658,-0.000875490816519,-0.0703204843585,0.997523832122
3307622000000,322109,3307622000000,world,-1.57300357494,-0.189070769077,1.91441570172,-0.000682624798626,-0.00087457361041,-0.0699375653798,0.997550753643
3307632000000,322110,3307632000000,world,-1.5715272421,-0.189294438725,1.91441578372,-0.000681485167148,-0.000871512493697,-0.0695545578121,0.997577535599
3307642000000,322111,3307642000000,world,-1.57005261283,-0.189516642014,1.91441586979,-0.000680219910381,-0.000866488992382,-0.0691714643876,0.997604177523
3307652000000,322112,3307652000000,world,-1.56857968313,-0.189737382052,1.91441595978,-0.000678842343921,-0.000859686129213,-0.0687882877498,0.99763067895
3307662000000,322113,3307662000000,world,-1.56710844691,-0.189956662218,1.91441605352,-0.000677368831958,-0.000851331899323,-0.0684050304216,0.997657039377
3307672000000,322114,3307672000000,world,-1.56563889455,-0.190174486358,1.91441615087,-0.000675814526568,-0.000841638830733,-0.0680216948471,0.997683258328
3307682000000,322115,3307682000000,world,-1.56416964938,-0.190391044652,1.91441624567,-0.000671090071023,-0.000785089343806,-0.0676383157058,0.997709372273
3307692000000,322116,3307692000000,world,-1.56269728006,-0.190606802477,1.91441632154,-0.000655751543079,-0.000571077514589,-0.0672550133591,0.997735439402
3307702000000,322117,3307702000000,world,-1.56122614669,-0.19082116512,1.91441639938,-0.000640637841228,-0.000358893010184,-0.0668717131036,0.99776131152
3307712000000,322118,3307712000000,world,-1.55975678277,-0.191034063524,1.91441648588,-0.000627869221336,-0.000180170541603,-0.0664883590322,0.997786987003
3307722000000,322119,3307722000000,world,-1.55828856174,-0.191245585346,1.91441658049,-0.00061680640765,-2.56089308076e-05,-0.0661049523549,0.997812484472
3307732000000,322120,3307732000000,world,-1.55682104735,-0.191455791712,1.91441668273,-0.000607137239921,0.000109327857854,-0.065721486326,0.997837815312
3307742000000,322121,3307742000000,world,-1.55535393084,-0.191664726148,1.91441679235,-0.00059874977347,0.000226195682048,-0.0653379586192,0.997862987337
3307752000000,322122,3307752000000,world,-1.5538869401,-0.191872426878,1.91441690906,-0.000591535592541,0.000326499245188,-0.064954365701,0.997888006672
3307762000000,322123,3307762000000,world,-1.55241983327,-0.192078927724,1.91441703241,-0.000585382293147,0.000411812187594,-0.0645707066039,0.997912877754
3307772000000,322124,3307772000000,world,-1.55095240055,-0.192284257909,1.91441716193,-0.000580184527662,0.000483611479613,-0.0641869806396,0.997937603772
3307782000000,322125,3307782000000,world,-1.54948112749,-0.192488870878,1.91441727278,-0.000568695292187,0.00065492775026,-0.0638032629484,0.997962119167
3307792000000,322126,3307792000000,world,-1.54799752798,-0.192693846792,1.91441729445,-0.000533690715812,0.00119705762826,-0.0634199361466,0.997986069004
3307802000000,322127,3307802000000,world,-1.54651219818,-0.192897818468,1.91441730515,-0.000500082499896,0.00172172085771,-0.0630368957683,0.998009586811
3307812000000,322128,3307812000000,world,-1.54502636919,-0.193100631705,1.91441733128,-0.000472613189322,0.00215366156345,-0.0626539345564,0.998032876644
3307822000000,322129,3307822000000,world,-1.543538461,-0.193302489911,1.9144173695,-0.000449678991815,0.00251751243978,-0.0622710290536,0.998055999862
3307832000000,322130,3307832000000,world,-1.54204738958,-0.193503531213,1.9144174164,-0.000430459507332,0.00282582697545,-0.0618881290553,0.998078999322
3307842000000,322131,3307842000000,world,-1.54055240506,-0.193703850216,1.91441747008,-0.000414612913958,0.00308362306585,-0.0615052091821,0.998101912937
3307852000000,322132,3307852000000,world,-1.53905286466,-0.193903527012,1.91441752827,-0.000401816968883,0.0032956277933,-0.061122240427,0.998124766302
3307862000000,322133,3307862000000,world,-1.53754821401,-0.194102629657,1.91441758848,-0.000391750038512,0.00346659661505,-0.0607392064283,0.998147573279
3307872000000,322134,3307872000000,world,-1.53603798941,-0.194301214048,1.91441764819,-0.000384115019315,0.00360092969924,-0.0603560938447,0.998170340021
3307882000000,322135,3307882000000,world,-1.53452367395,-0.194499100049,1.91441773024,-0.000382395074457,0.00364026389277,-0.0599728694023,0.998193296505
3307892000000,322136,3307892000000,world,-1.53300962964,-0.194695765763,1.9144178934,-0.000395355805391,0.00343705939393,-0.0595894959632,0.998216971548
3307902000000,322137,3307902000000,world,-1.5314896304,-0.194891964008,1.91441804905,-0.000409662356822,0.00321190701094,-0.059206116851,0.998240527908
3307912000000,322138,3307912000000,world,-1.52996273472,-0.195087803517,1.91441817882,-0.000422553241499,0.00301094174348,-0.058822715246,0.998263814755
3307922000000,322139,3307922000000,world,-1.52842963639,-0.195283197045,1.91441828942,-0.0004346210405,0.00282416176948,-0.0584392872891,0.998286875059
3307932000000,322140,3307932000000,world,-1.52689081319,-0.195478083821,1.91441838539,-0.000446078783013,0.00264782119455,-0.0580558236382,0.998309727188
3307942000000,322141,3307942000000,world,-1.5253466073,-0.195672419405,1.9144184694,-0.000456913367656,0.00248201487214,-0.0576723229311,0.998332376516
3307952000000,322142,3307952000000,world,-1.52379734455,-0.195866161481,1.91441854375,-0.00046712193116,0.00232669776927,-0.0572887807088,0.998354828645
3307962000000,322143,3307962000000,world,-1.52224333896,-0.196059269354,1.91441861048,-0.000476719728409,0.00218153649919,-0.0569051945707,0.998377089314
3307972000000,322144,3307972000000,world,-1.52068488613,-0.196251704722,1.91441867134,-0.00048572574194,0.00204614968652,-0.0565215617186,0.998399163863
3307982000000,322145,3307982000000,world,-1.51912136057,-0.196443533592,1.91441871888,-0.00049246073522,0.00195032247051,-0.0561378927998,0.998420998736
3307992000000,322146,3307992000000,world,-1.51755076068,-0.196634974447,1.91441873283,-0.000492868165569,0.00196681130668,-0.0557542031582,0.998442465826
3308002000000,322147,3308002000000,world,-1.51597622389,-0.196825667071,1.91441874538,-0.000492903745363,0.00199016691156,-0.0553704445259,0.998463775084
3308012000000,322148,3308012000000,world,-1.5143983427,-0.197015541562,1.91441876417,-0.000493747108387,0.00199913218079,-0.0549866081668,0.998484968643
3308023000000,322149,3308022000000,world,-1.51281692752,-0.197204615658,1.91441878753,-0.000495069881646,0.00199946245251,-0.0546026991656,0.998506035184
3308032000000,322150,3308032000000,world,-1.51123190002,-0.197392894396,1.91441881436,-0.000496722897632,0.00199377894664,-0.054218720969,0.998526969294
3308042000000,322151,3308042000000,world,-1.5096432525,-0.197580374927,1.91441884432,-0.00049866633708,0.00198274000271,-0.0538346761689,0.998547769371
3308055000000,322152,3308052000000,world,-1.50805098863,-0.197767053142,1.91441887717,-0.000500862324199,0.00196697312156,-0.0534505672606,0.998568433816
3308062000000,322153,3308062000000,world,-1.50645511979,-0.19795292408,1.91441891266,-0.000503270715548,0.0019471564445,-0.053066396752,0.998588960902
3308072000000,322154,3308072000000,world,-1.50485566696,-0.198137981735,1.91441895057,-0.000505854989189,0.00192391124128,-0.0526821670391,0.998609349021
3308082000000,322155,3308082000000,world,-1.50325152859,-0.198322338113,1.91441897951,-0.000506599010627,0.00193560060386,-0.0522978995874,0.998629524151
3308092000000,322156,3308092000000,world,-1.5016399078,-0.198506279479,1.91441897107,-0.000500717088571,0.0020743846494,-0.0519136597631,0.998649296871
3308102000000,322157,3308102000000,world,-1.50002447786,-0.198689413534,1.91441896334,-0.000495107839469,0.00220912365625,-0.0515293989142,0.998668911947
3308112000000,322158,3308112000000,world,-1.49840574674,-0.198871684139,1.9144189653,-0.000491094161628,0.0023141421428,-0.0511450845494,0.998688431844
3308122000000,322159,3308122000000,world,-1.4967832661,-0.199053134616,1.91441897408,-0.000488242178163,0.00239756440557,-0.0507607188314,0.998707846534
3308135000000,322160,3308132000000,world,-1.49515674965,-0.199233790856,1.91441898759,-0.000486329918174,0.00246353711743,-0.0503762994966,0.998727151387
3308142000000,322161,3308142000000,world,-1.49352602045,-0.199413667175,1.91441900468,-0.000485265335404,0.00251370183274,-0.0499918268917,0.998746345708
3308152000000,322162,3308152000000,world,-1.49189093487,-0.199592774248,1.91441902439,-0.000484960966077,0.0025496176257,-0.04960730081,0.9987654279
3308162000000,322163,3308162000000,world,-1.49025137653,-0.19977111976,1.91441904589,-0.000485329075941,0.00257286330051,-0.0492227225261,0.998784395361
3308172000000,322164,3308172000000,world,-1.48860725725,-0.199948708366,1.91441906844,-0.000486288518793,0.00258490344498,-0.0488380934159,0.998803245103
3308182000000,322165,3308182000000,world,-1.48696284932,-0.200125119951,1.91441913981,-0.000494803766562,0.00244227865248,-0.0484533548026,0.998822337982
