%time,field.header.seq,field.header.stamp,field.header.frame_id,field.pose.position.x,field.pose.position.y,field.pose.position.z,field.pose.orientation.x,field.pose.orientation.y,field.pose.orientation.z,field.pose.orientation.w
582243000000,45125,582242000000,world,6.10922037997,-1.46536718826,2.78206646168,0.00373067674923,0.00046510914754,-0.372077915426,-0.928193886306
582252000000,45126,582252000000,world,6.11294153275,-1.46190871065,2.78206661398,0.00373034835901,0.000467735342238,-0.372731246048,-0.927931723751
582262000000,45127,582262000000,world,6.1166578125,-1.45844499731,2.78206676628,0.00373001811589,0.000470361303668,-0.373384391953,-0.927669101335
582272000000,45128,582272000000,world,6.12036921185,-1.45497605507,2.7820669186,0.00372968603731,0.000472987035813,-0.374037352817,-0.927406019186
582282000000,45129,582282000000,world,6.12407572344,-1.45150189084,2.78206707093,0.00372935212657,0.000475612537219,-0.374690128317,-0.927142477437
582292000000,45130,582292000000,world,6.12777733993,-1.44802251148,2.78206722331,0.00372901635781,0.000478237804636,-0.375342718129,-0.926878476216
582302000000,45131,582302000000,world,6.13147405399,-1.44453792391,2.78206737574,0.0037286787295,0.000480862836628,-0.37599512193,-0.926614015656
582312000000,45132,582312000000,world,6.13516585827,-1.44104813501,2.78206752823,0.00372833924717,0.000483487619836,-0.376647339396,-0.926349095888
582322000000,45133,582322000000,world,6.13885274547,-1.43755315173,2.78206768076,0.00372799792556,0.000486112166791,-0.377299370204,-0.926083717042
582332000000,45134,582332000000,world,6.14253470827,-1.43405298097,2.78206783327,0.00372765476775,0.000488736478289,-0.377951214031,-0.92581787925
582342000000,45135,582342000000,world,6.14621173938,-1.43054762969,2.78206798577,0.00372730975269,0.000491360540711,-0.378602870555,-0.925551582644
582352000000,45136,582352000000,world,6.14988383151,-1.42703710482,2.78206813829,0.00372696289262,0.00049398436823,-0.379254339451,-0.925284827355
582362000000,45137,582362000000,world,6.15355097737,-1.42352141334,2.78206829084,0.00372661419528,0.000496607951171,-0.379905620398,-0.925017613517
582372000000,45138,582372000000,world,6.15721316971,-1.4200005622,2.78206844342,0.00372626364021,0.000499231275728,-0.380556713072,-0.924749941261
582382000000,45139,582382000000,world,6.16087040125,-1.41647455838,2.78206859606,0.00372591123981,0.000501854356789,-0.381207617151,-0.924481810721
582392000000,45140,582392000000,world,6.16452266475,-1.41294340889,2.78206874876,0.00372555699849,0.000504477193745,-0.381858332313,-0.924213222028
582402000000,45141,582402000000,world,6.16816995297,-1.40940712071,2.78206890149,0.00372520091226,0.000507099781391,-0.382508858234,-0.923944175316
582412000000,45142,582412000000,world,6.17181225868,-1.40586570085,2.78206905421,0.00372484298435,0.000509722117658,-0.383159194592,-0.923674670719
582423000000,45143,582422000000,world,6.17544957466,-1.40231915634,2.78206920693,0.00372448321071,0.000512344198114,-0.383809341066,-0.92340470837
582432000000,45144,582432000000,world,6.1790818937,-1.39876749421,2.78206935965,0.0037241215911,0.000514966029966,-0.384459297332,-0.923134288402
582443000000,45145,582442000000,world,6.1827092086,-1.3952107215,2.78206951241,0.00372375812103,0.000517587610612,-0.385109063069,-0.92286341095
582452000000,45146,582452000000,world,6.18633151216,-1.39164884525,2.7820696652,0.00372339280865,0.00052020892787,-0.385758637955,-0.922592076148
582462000000,45147,582462000000,world,6.18994879722,-1.38808187254,2.78206981804,0.00372302564697,0.000522829985752,-0.386408021668,-0.922320284131
582472000000,45148,582472000000,world,6.19356105659,-1.38450981042,2.78206997095,0.00372265663882,0.00052545078536,-0.387057213885,-0.922048035033
582482000000,45149,582482000000,world,6.19716828311,-1.38093266598,2.78207012389,0.00372228578178,0.000528071320263,-0.387706214286,-0.921775328989
582492000000,45150,582492000000,world,6.20077046964,-1.37735044631,2.78207027681,0.00372191307567,0.000530691599162,-0.388355022549,-0.921502166134
582502000000,45151,582502000000,world,6.20436760904,-1.37376315852,2.78207042974,0.00372153852084,0.000533311609328,-0.389003638352,-0.921228546604
582512000000,45152,582512000000,world,6.20795969417,-1.37017080971,2.78207058267,0.00372116213903,0.00053593135455,-0.389652061374,-0.920954470534
582523000000,45153,582522000000,world,6.21154671792,-1.366573407,2.78207073562,0.00372078390856,0.000538550835563,-0.390300291293,-0.92067993806
582532000000,45154,582532000000,world,6.21512867317,-1.36297095753,2.78207088862,0.00372040382461,0.000541170047921,-0.390948327788,-0.920404949319
582542000000,45155,582542000000,world,6.21870555282,-1.35936346844,2.78207104166,0.00372002190841,0.000543788997393,-0.391596170538,-0.920129504445
582552000000,45156,582552000000,world,6.22227734978,-1.35575094688,2.78207119477,0.00371963816004,0.000546407680974,-0.392243819222,-0.919853603577
582562000000,45157,582562000000,world,6.22584405697,-1.3521334,2.78207134791,0.00371925255777,0.000549026096133,-0.392891273518,-0.91957724685
582573000000,45158,582572000000,world,6.22940566733,-1.34851083498,2.78207150103,0.00371886509694,0.000551644239518,-0.393538533107,-0.919300434401
582582000000,45159,582582000000,world,6.23296217379,-1.34488325901,2.78207165415,0.00371847580385,0.000554262106599,-0.394185597668,-0.919023166369
582592000000,45160,582592000000,world,6.23651356929,-1.34125067927,2.78207180728,0.00371808467551,0.000556879702985,-0.394832466879,-0.918745442889
582602000000,45161,582602000000,world,6.24005984681,-1.33761310296,2.78207196043,0.00371769170985,0.000559497027645,-0.39547914042,-0.918467264101
582612000000,45162,582612000000,world,6.24360099932,-1.3339705373,2.78207211361,0.00371729689004,0.000562114068149,-0.39612561797,-0.918188630141
582622000000,45163,582622000000,world,6.24713701978,-1.3303229895,2.78207226685,0.00371690021181,0.000564730821886,-0.39677189921,-0.917909541147
582633000000,45164,582632000000,world,6.25066790119,-1.32667046679,2.7820724201,0.00371650169818,0.000567347293648,-0.397417983819,-0.917629997259
582642000000,45165,582642000000,world,6.25419363656,-1.32301297642,2.78207257331,0.00371610134577,0.000569963491162,-0.398063871476,-0.917349998614
582652000000,45166,582652000000,world,6.25771421889,-1.31935052564,2.78207272651,0.00371569915746,0.00057257940306,-0.398709561862,-0.917069545352
582663000000,45167,582662000000,world,6.26122964121,-1.31568312171,2.7820728797,0.00371529513348,0.000575195024306,-0.399355054657,-0.916788637611
582672000000,45168,582672000000,world,6.26473989654,-1.31201077189,2.7820730329,0.00371488926861,0.000577810362804,-0.40000034954,-0.916507275531
582682000000,45169,582682000000,world,6.26824497794,-1.30833348346,2.78207318612,0.00371448156232,0.000580425416116,-0.400645446193,-0.91622545925
582692000000,45170,582692000000,world,6.27174487844,-1.30465126372,2.78207333937,0.00371407201094,0.000583040189448,-0.401290344295,-0.915943188909
